"trade_id","trade_name","trade_group","trade_parent_group","booking_country_id","booking_country","selling_country_id","selling_country"
"22275","Africa Tour Story Agent G CC","TTS Broking","TTS South Africa","57","England","57","England"
"22276","The Travel and Visa Shop Agent G CC","TTS Broking","TTS South Africa","57","England","57","England"
"22277","African Chapter Agent G CC","","SWG - Serendipity","57","England","57","England"
"22278","The Travel Seat Agent G CC","TTS Broking","TTS South Africa","57","England","57","England"
"22279","All Events Africa Travel Agent G CC","TTS Broking","TTS South Africa","57","England","57","England"
"22280","Time 2 Travel Agent Durban  G CC","TTS Broking","TTS South Africa","57","England","57","England"
"22281","Apple Travel Agent G CC","TTS Broking","TTS South Africa","57","England","57","England"
"22282","Travel & Explore Agent G CC","TTS Broking","TTS South Africa","57","England","57","England"
"22283","Bon View Trading Agent G CC","TTS Broking","TTS South Africa","57","England","57","England"
"22284","Travel Again Agent G CC","TTS Broking","TTS South Africa","57","England","57","England"
"22285","Travel Flex Agent G CC","TTS Broking","TTS South Africa","57","England","57","England"
"22286","Travel Jules Agent G CC","TTS Broking","TTS South Africa","57","England","57","England"
"22287","Travel Logic Agent G CC","TTS Broking","TTS South Africa","57","England","57","England"
"22289","BCD Eskom Durban Agent N CC Pay N","BCD Travel SA Head Office","Bidtravel Group","57","England","57","England"
"22290","BCD UKZN In House Agent N CC Pay N","BCD Travel SA Head Office","Bidtravel Group","57","England","57","England"
"22291","Coast Organisation","","","57","England","57","England"
"22292","Buena Vista Travel Agent G CC","TTS Broking","TTS South Africa","57","England","57","England"
"22293","Can Discover Pty Ltd Agent G CC","TTS Broking","TTS South Africa","57","England","57","England"
"22294","Chambers Travel Agent G CC","TTS Broking","TTS South Africa","57","England","57","England"
"22295","Coenoe 104 TA Travel World Agent G CC","TTS Broking","TTS South Africa","57","England","57","England"
"22296","Dandelion Design Travel Agent G CC","TTS Broking","TTS South Africa","57","England","57","England"
"22297","Das Reisen Agent G CC","TTS Broking","TTS South Africa","57","England","57","England"
"22298","Dawn Over Africa Travel Agent G CC","TTS Broking","TTS South Africa","57","England","57","England"
"22299","DID Travel and Tours Agent G CC","TTS Broking","TTS South Africa","57","England","57","England"
"22300","Niche Emporium Agent G CC N","Thompsons Group","XL Travel Parent","57","England","57","England"
"22302","Djarama Travel PTY Ltd Agent G CC","TTS Broking","TTS South Africa","57","England","57","England"
"22304","Eagle Corporate Agent G CC","TTS Broking","TTS South Africa","57","England","57","England"
"22305","Electronic Laboratory Services Agent G CC","TTS Broking","TTS South Africa","57","England","57","England"
"22306","PERSONALIZED SERVICES USD","Personalized Travel Services","Personalized Travel Services","57","England","57","England"
"22307","PACIFIC VOYAGES","","","57","England","57","England"
"22308","Urkistravel","","Independent Parent Baltic","57","England","57","England"
"22309","E-Logics Agent G CC","TTS Broking","TTS South Africa","57","England","57","England"
"22310","Explore Plus Travel Agent G CC","TTS Broking","TTS South Africa","57","England","57","England"
"22311","Flying Buddha Agent G CC","TTS Broking","TTS South Africa","57","England","57","England"
"22313","Go Beyond Travel Agent G CC","TTS Broking","TTS South Africa","57","England","57","England"
"22314","Hany Travel Agent G CC","TTS Broking","TTS South Africa","57","England","57","England"
"22315","Hartley's Agent G CC","TTS Broking","TTS South Africa","57","England","57","England"
"22316","Honeymoons From Heaven Agent G CC","TTS Broking","TTS South Africa","57","England","57","England"
"22317","International Travel Services Agent G CC","TTS Broking","TTS South Africa","57","England","57","England"
"22318","ITP Travel Agent G CC","TTS Broking","TTS South Africa","57","England","57","England"
"22319","Kal Travel Agent G CC","TTS Broking","TTS South Africa","57","England","57","England"
"22320","FCBT Northcliff Agent G Inv","FC Business Travel","Flight Centre Limited South Africa","57","England","57","England"
"22321","Lavish Travels Agent G CC","TTS Broking","TTS South Africa","57","England","57","England"
"22322","Life Time Experience Tours Agent G CC","TTS Broking","TTS South Africa","57","England","57","England"
"22323","Macs Travel Agent G CC","TTS Broking","TTS South Africa","57","England","57","England"
"22324","Masstores PTY LTD Agent G CC","TTS Broking","TTS South Africa","57","England","57","England"
"22325","Nelumbo Consulting Agent G CC","TTS Broking","TTS South Africa","57","England","57","England"
"22326","Net Travel Agent G CC","TTS Broking","TTS South Africa","57","England","57","England"
"22327","Nhlamulo-Hosi Investments Agent G CC","TTS Broking","TTS South Africa","57","England","57","England"
"22328","Origin Travel Agent G inv","TTS Broking","TTS South Africa","57","England","57","England"
"22329","Travel With Options Agent G CC","TTS Broking","TTS South Africa","57","England","57","England"
"22331","Tridev Travel Agent G CC","TTS Broking","TTS South Africa","57","England","57","England"
"22332","Trinity Travel Agent G CC","TTS Broking","TTS South Africa","57","England","57","England"
"22333","U Travel Agent G CC","TTS Broking","TTS South Africa","57","England","57","England"
"22334","Ultimate Exotique Agent G CC","TTS Broking","TTS South Africa","57","England","57","England"
"22335","Happy Tour Romania","Happy Tour","Happy Tour","57","England","57","England"
"22336","United Europe Agent N CC","","United Europe","57","England","57","England"
"22337","VS Travel and Tours Agent G CC","TTS Broking","TTS South Africa","57","England","57","England"
"22338","Warwick Hospitality and events Agent G CC","TTS Broking","TTS South Africa","57","England","57","England"
"22339","Wings Holidays Durban Agent G CC","TTS Broking","TTS South Africa","57","England","57","England"
"22340","World Insight Agent G CC","TTS Broking","TTS South Africa","57","England","57","England"
"22341","BCD Travel Durban N CC Pay N","BCD Travel SA Head Office","Bidtravel Group","57","England","57","England"
"22342","Ten Tour Wien Cets AT","Independents Cets AT","Cets Austria Parent","57","England","57","England"
"22344","addotours","","","57","England","57","England"
"22345","Molly'S Caribbean, LLC, WA","","Home Based USA","57","England","57","England"
"22346","Dossier di Mavitur srl","","Independents - Italy & Ticino","57","England","57","England"
"22347","DHentrich","Independents - Germany","Independents - Germany","57","England","57","England"
"22348","Journeys Travel Inc.","MAST","MAST","57","England","57","England"
"22350","AUSTRAL VIATGES I TURISME","","","57","England","57","England"
"22351","Experience Group Travel","Protected Travel Services Limi","Protected Travel Services Limited","57","England","57","England"
"22352","Ticket Biz Group&Event","","Ticket Biz AB Parent","70","Sweden","70","Sweden"
"22353","RIGHT BROTHERS","","","57","England","57","England"
"22356","Adria365 Kuoni Reisen AG","Kuoni Suisse EH","Kuoni Suisse Parent","57","England","57","England"
"22357","The Travel Network Corp.","Virtuoso CA","Virtuoso","57","England","57","England"
"22359","Niche Emporium Agent G CC Pay G","Thompsons Group","XL Travel Parent","57","England","57","England"
"22360","VakantieXperts Rosa Middelburg","VakantieXperts","VakantieXperts Parent","57","England","57","England"
"22361","MASRRAH CONSTRUCTION","","","57","England","57","England"
"22362","Travelnet Røros Flyservice","","Travelnet Norge Parent","57","England","57","England"
"22363","Life Changing Holidays Agent N CC","","","57","England","57","England"
"22365","Hotel Shop UK XML","Advantage","Advantage Head Office / Parent","57","England","57","England"
"22366","ibusz","Independent - Hungary","Independent - Hungary","57","England","57","England"
"22367","Correspondances France Chine","","","57","England","57","England"
"22368","Rennies Travel Cricket In house N CC","HRG Rennies SA Head Office","Bidtravel Group","57","England","57","England"
"22370","Rennies Travel IFC In House N CC","HRG Rennies SA Head Office","Bidtravel Group","57","England","57","England"
"22372","Auto Europe Test DC","USA - Others NET","USA - Others NET","57","England","57","England"
"22373","AeroTravel Russia","","","57","England","57","England"
"22374","Auto Europe Test Full Feed","USA - Others NET","USA - Others NET","57","England","57","England"
"22375","Quinta Tour","","Independent - Russia","57","England","57","England"
"22376","Prince Travel","Transat Distribution","Transat Distribution","57","England","57","England"
"22377","Feherty Travel LTD","","","57","England","57","England"
"22378","Claudia's Travel","","","57","England","57","England"
"22379","Claudia's Travel","","","57","England","57","England"
"22380","BCD Travel Leisure G CC pay G","BCD Travel SA Head Office","Bidtravel Group","57","England","57","England"
"22390","Preferred Travel of Naples Florida","Signature","Signature","57","England","57","England"
"22391","UNIGLOBE Alpha Travel","Uniglobe Magellan","Uniglobe Australia & NZ Parent","57","England","57","England"
"22392","Bora Tours Viagens e Turismo LTDA. EUR","","","57","England","57","England"
"22394","Best Travel for All","vacation.com","vacation.com","57","England","57","England"
"22395","Hotellook.com.ca","B2C Hotellook","B2C Hotellook Parent","57","England","57","England"
"22404","Corporate Traveller","","","57","England","57","England"
"22407","Cruise and Go Travel SC","Uniglobe USA In-House UTC","Uniglobe USA In-house UTC","57","England","57","England"
"22408","Rennies Travel Menlyn G CC","HRG Rennies SA Head Office","Bidtravel Group","57","England","57","England"
"22410","Harvey World Travel Centurion Agent N CC","HWT SA Head Office","Bidtravel Group","57","England","57","England"
"22413","CROWFOOT TRAVEL SOLUTIONS","Travelsavers CA","Travelsavers CA","57","England","57","England"
"22414","AEROVIAJES PACIFICO S.A Bogota xml","WS_Aeroviajes","Aeroviajes","57","England","57","England"
"22415","VIAJES SOL AVENTOUR","","","57","England","57","England"
"22416","AA PARTNERS INC. Agent N CC","","","57","England","57","England"
"22417","Greenland Travel HQ","Independents Denmark","Independent Parent Denmark","57","England","57","England"
"22418","Breaking Free Travel CA","Travel Planners International","Travel Planners International (TPI) Maitland FL","57","England","57","England"
"22419","I Love Voyager","","","57","England","57","England"
"22422","Flight Specials Witbank G CC","Flight Specials","XL Travel Parent","57","England","57","England"
"22424","Dawn's Destinations LA","Uniglobe USA In-House UTC","Uniglobe USA In-house UTC","57","England","57","England"
"22425","Brownell Travel CA","Virtuoso US","Virtuoso","57","England","57","England"
"22426","New Day Travels CA","Ensemble USA","Ensemble USA","57","England","57","England"
"22427","Entire Travel Connection Pty Ltd","","","57","England","57","England"
"22428","Vision Travel Solutions YYC","Vision Travel Solutions","Vision Travel Solutions","57","England","57","England"
"22429","Vision Travel Solutions YYC 2nd Branch","Vision Travel Solutions","Vision Travel Solutions","57","England","57","England"
"22430","Russian Connections SF","Ensemble USA","Ensemble USA","57","England","57","England"
"22431","ATM Travel CA","vacation.com","vacation.com","57","England","57","England"
"22436","FLEET TRAVEL LTD","","","57","England","57","England"
"22437","Pentravel The Glen Agent G* Inv","","Pentravel HO Parent","57","England","57","England"
"22438","HOTELARIA BOOKING SERVICE,S.L","","","57","England","57","England"
"22439","BALIREN PARIS","","","57","England","57","England"
"22440","RNB Travel Agent G CC Pay G","","SWG - Serendipity","57","England","57","England"
"22441","Rennies Travel Deloitte N CC","HRG Rennies SA Head Office","Bidtravel Group","57","England","57","England"
"22442","Rennies Travel Webber Wentzel N CC","HRG Rennies SA Head Office","Bidtravel Group","57","England","57","England"
"22443","Bustque 409 Travel","","","57","England","57","England"
"22444","Lamprecht Reisen Zurich EH","Independents - Switzerland","Independents - Switzerland","57","England","57","England"
"22445","GOLDEN HORSE TRAVELS","","","57","England","57","England"
"22449","WELCOME CASTILLA Y LEON","","","57","England","57","England"
"22450","Dharmesh Patel","","","57","England","57","England"
"22451","Planet Travel & Tours","WS_Planet Travel","Planet Travel Dubai","57","England","57","England"
"22452","Hatfield Travel G CC G","TTS Franchise","TTS South Africa","57","England","57","England"
"22453","Hatfield Travel G CC N","TTS Franchise","TTS South Africa","57","England","57","England"
"22454","Batsumi Travel G CC G","TAG HEAD Office","TTS South Africa","57","England","57","England"
"22455","S.D.M LanHouse","","","57","England","57","England"
"22458","Paull Travel","Ensemble Canada","Ensemble Canada","57","England","57","England"
"22459","Vision Farlie Travel (Edmonton)","Vision Travel Solutions","Vision Travel Solutions","57","England","57","England"
"22460","ALAN LYNCH TRAVEL","WS_Club Travel (Easy Hotels)","E-Z Hotels Parent","57","England","57","England"
"22461","FIJITOUR VIAGENS - (FILIAL)","","","57","England","57","England"
"22462","Let’s Travel – East London Agent G CC","TAG HEAD Office","TTS South Africa","57","England","57","England"
"22464","Axis Travel - Hyde Park Agent G CC","TAG HEAD Office","TTS South Africa","57","England","57","England"
"22465","Superlative Incentives - Hyde Park Agent G CC","TAG HEAD Office","TTS South Africa","57","England","57","England"
"22466","Fulela Travel Agent G CC","TAG HEAD Office","TTS South Africa","57","England","57","England"
"22467","Destination Perfect - Randburg Agent G CC","TAG HEAD Office","TTS South Africa","57","England","57","England"
"22468","Awesome Travel - Hyde Park Agent G CC","TAG HEAD Office","TTS South Africa","57","England","57","England"
"22469","Mile High Travel - Hyde Park Agent G CC","TAG HEAD Office","TTS South Africa","57","England","57","England"
"22470","Panda Travel Bedfordview Agent G CC","TAG HEAD Office","TTS South Africa","57","England","57","England"
"22471","Travel Scent - Hyde Park Agent G CC","TAG HEAD Office","TTS South Africa","57","England","57","England"
"22472","Travel IQ Agent G CC","TAG HEAD Office","TTS South Africa","57","England","57","England"
"22473","David Benjamin Travel Agent G CC","TAG HEAD Office","TTS South Africa","57","England","57","England"
"22474","Travel Swift - Centurion Agent G CC","TTS Franchise","TTS South Africa","57","England","57","England"
"22475","Beach TAG - Hyde Park Agent G CC","TTS Franchise","TTS South Africa","57","England","57","England"
"22476","Best Beach - Hyde park Agent G CC","TAG HEAD Office","TTS South Africa","57","England","57","England"
"22477","Travel Online - Hyde Park Agent G CC","TTS Franchise","TTS South Africa","57","England","57","England"
"22478","Travel Forte - Hyde Park Agent G CC","TAG HEAD Office","TTS South Africa","57","England","57","England"
"22479","Rennies Travel Murray & Roberts N CC","HRG Rennies SA Head Office","Bidtravel Group","57","England","57","England"
"22480","Rennies Travel Tetra Pak N CC","HRG Rennies SA Head Office","Bidtravel Group","57","England","57","England"
"22481","Marina Villa North Coast Egypt","","","57","England","57","England"
"22482","DISTANT SHORES CRUISE & MORE","The Nest","The Nest","57","England","57","England"
"22483","Pinoy Travelancer","","","57","England","57","England"
"22484","Intemporal Odisseia - Viagens e Turismo (GEA)","GEA PT","GEA Parent PT","57","England","57","England"
"22485","Nkosiwe Travel & Tours - Midrand Agent G CC","TTS Franchise","TTS South Africa","57","England","57","England"
"22486","Go travel ZA - Port Alfred Agent G CC","TTS Franchise","TTS South Africa","57","England","57","England"
"22487","Travel & Tours - Woodmead Agent G CC","TTS Franchise","TTS South Africa","57","England","57","England"
"22488","Trip Travel – Windhoek Agent G Inv Pay N","Trip Travel Namibia","TTS South Africa","57","England","57","England"
"22489","Trip Travel - Swakopmund Agent G CC","Trip Travel Namibia","TTS South Africa","57","England","57","England"
"22490","Trip Travel - Northern Industria Agent G CC","Trip Travel Namibia","TTS South Africa","57","England","57","England"
"22492","Go 2 Africa - Cape Town Agent G CC","TAG HEAD Office","TTS South Africa","57","England","57","England"
"22493","Deanne Hunter Travel - Newlands Agent G CC","TAG HEAD Office","TTS South Africa","57","England","57","England"
"22494","Good Taste Travel - Muizenberg Agent G CC","TAG HEAD Office","TTS South Africa","57","England","57","England"
"22495","Travel By Appointment Agent G CC","TAG HEAD Office","TTS South Africa","57","England","57","England"
"22498","Phileas Fogg Travel Claremont Agent G CC","TTS Franchise","TTS South Africa","57","England","57","England"
"22499","Jeffrey’s Bay Travel – Jeffrey’s Bay Agent G CC","TTS Franchise","TTS South Africa","57","England","57","England"
"22501","Indo Jet Travel - Houghton Agent G CC","TTS Franchise","TTS South Africa","57","England","57","England"
"22502","Conway Travel - Cape Town Agent G CC","TTS Franchise","TTS South Africa","57","England","57","England"
"22505","The Travel Post - Alberton Agent G CC","TAG HEAD Office","TTS South Africa","57","England","57","England"
"22506","Hasambe Travel - Bedfordview Agent G CC","TAG HEAD Office","TTS South Africa","57","England","57","England"
"22507","Quartz Travel - Primrose, Germiston Agent G CC","TAG HEAD Office","TTS South Africa","57","England","57","England"
"22508","The Travel Wizard, Glenhazel Agent G CC","TAG HEAD Office","TTS South Africa","57","England","57","England"
"22509","Avatar Travel - Bedfordview Agent G CC","TAG HEAD Office","TTS South Africa","57","England","57","England"
"22510","Goni Travel Agent G CC","TAG HEAD Office","TTS South Africa","57","England","57","England"
"22511","Blue Grass Travel Agent G CC","TAG HEAD Office","TTS South Africa","57","England","57","England"
"22512","Phahama Travel Services Agent G CC","TAG HEAD Office","TTS South Africa","57","England","57","England"
"22513","Tracey's Travel Agent G CC","TAG HEAD Office","TTS South Africa","57","England","57","England"
"22514","Salsa Tours G CC","TAG HEAD Office","TTS South Africa","57","England","57","England"
"22515","Sedge Travel - Sedgefield Agent G CC","TAG HEAD Office","TTS South Africa","57","England","57","England"
"22517","Dana Travel Agency G CC","TTS Franchise","TTS South Africa","57","England","57","England"
"22518","Harvey World Travel Lifestyle Agent G CC Pay G","HWT SA Head Office","Bidtravel Group","57","England","57","England"
"22520","Tourvest Destination Management (TDM) Sandton Agent N CC","TTS Franchise","TTS South Africa","57","England","57","England"
"22521","Renshaw Travel","Ensemble Canada","Ensemble Canada","57","England","57","England"
"22522","Crest Travel & Tours Agent G CC","TTS Franchise","TTS South Africa","57","England","57","England"
"22523","Regency Travel & Tours","","","57","England","57","England"
"22524","Club Med - Fourways Agent G CC","TTS Franchise","TTS South Africa","57","England","57","England"
"22525","ITL World","","","57","England","57","England"
"22526","Old Mutual Travel Hub Agent G CC","TTS Franchise","TTS South Africa","57","England","57","England"
"22527","Middle East Travel & Tours","","","57","England","57","England"
"22529","Prime Travel and Tourism L.L.C.","","","57","England","57","England"
"22531","protravel network","","","57","England","57","England"
"22532","Travelbound CA","Uniglobe USA In-House UTC","Uniglobe USA In-house UTC","57","England","57","England"
"22533","OLE VOYAGES","Tourcom","Tourcom Head Office","57","England","57","England"
"22534","OLE VOYAGES xml","Tourcom XML","Tourcom Parent xml (Koedia)","57","England","57","England"
"22541","Veronique - Hotel Program Test","vacation.com","vacation.com","57","England","57","England"
"22546","Rennies Investec N CC","HRG Rennies SA Head Office","Bidtravel Group","57","England","57","England"
"22547","Rennies Investec Leisure G CC","HRG Rennies SA Head Office","Bidtravel Group","57","England","57","England"
"22548","Courtesy Travel Consultants Ltd","Ensemble Canada","Ensemble Canada","57","England","57","England"
"22549","D.G VOYAGES","Tourcom","Tourcom Head Office","57","England","57","England"
"22553","D.G VOYAGES xml","Tourcom XML","Tourcom Parent xml (Koedia)","57","England","57","England"
"22567","Destinations & Adventures International","USA - Others NET","USA - Others NET","57","England","57","England"
"22569","Classic Travel at Tackett's Mill","vacation.com","vacation.com","57","England","57","England"
"22570","French's Worldwide Travel","vacation.com","vacation.com","57","England","57","England"
"22573","The Travel Butler LLC.","Travel Experts","Travel Experts","57","England","57","England"
"22574","Di-Verso Viajes","","","57","England","57","England"
"22576","Travel Experts - Tom Starrett","Travel Experts","Travel Experts","57","England","57","England"
"22577","Hiside Group Events G CC","","","57","England","57","England"
"22581","Just get away travel agency","","","57","England","57","England"
"22582","Just get away travel agency","","","57","England","57","England"
"22596","Uniglobe Premium Travel Suppliers","","","57","England","57","England"
"22599","Sky Tur","","","57","England","57","England"
"22607","RTS USD","","","57","England","57","England"
"22608","Zizzytravel Ltd","UK Independents","UK Independents","57","England","57","England"
"22621","Travel Skool, Inc.","USA - Others GROSS","USA - Others GROSS","57","England","57","England"
"22622","RTS EUR","","","57","England","57","England"
"22626","Corporate Traveller Crawley 4","FCM UK G","FCM Travel Solutions UK G","57","England","57","England"
"22628","Corporate Traveller Waterloo 3","FCM UK G","FCM Travel Solutions UK G","57","England","57","England"
"22634","Cox and Kings","","","57","England","57","England"
"22649","Youngs Travel TTA","TTA","TTA Parent","57","England","57","England"
"22653","5 10 Travel.com","Ensemble Canada","Ensemble Canada","57","England","57","England"
"22655","AVITOUR - O COULEURS DU MONDE","Tourcom","Tourcom Head Office","57","England","57","England"
"22657","AVITOUR - O COULEURS DU MONDE xml","Tourcom XML","Tourcom Parent xml (Koedia)","57","England","57","England"
"22659","SIA Baltatour","","Independent Parent Baltic","57","England","57","England"
"22660","Cianfarani Travel Inc.","Travelsavers CA","Travelsavers CA","57","England","57","England"
"22663","Contac Services DC","Canada - Others NET","Canada - Others NET","57","England","57","England"
"22664","claudias travel","","","57","England","57","England"
"22665","Emirates","","","57","England","57","England"
"22667","AAA Mid-Atlantic Corporate Head Office","","AAA National","57","England","57","England"
"22671","Castaway Cruise & Travel WA","Uniglobe USA In-House UTC","Uniglobe USA In-house UTC","57","England","57","England"
"22672","Cruisin Waters CA","Uniglobe USA In-House UTC","Uniglobe USA In-house UTC","57","England","57","England"
"22673","Gunvor Trade","Independents - Switzerland","Independents - Switzerland","57","England","57","England"
"22674","Services Shepherd and Wedderburn (Services) Ltd","UK Independents","UK Independents","57","England","57","England"
"22675","United Travels","TDC (Transat)","TDC (Transat)","57","England","57","England"
"22676","McKenzie Travel","","","57","England","57","England"
"22677","Days Inn","","","57","England","57","England"
"22678","Days Inn","","","57","England","57","England"
"22679","Days Inn","","","57","England","57","England"
"22682","Kathy's Travel OK","","vacation.com","57","England","57","England"
"22683","Elena Travel Agent N CC","","","57","England","57","England"
"22684","Travel Time of Everett","WESTA","WESTA","57","England","57","England"
"22685","Absolute Travel Specialists","Travelsavers CA","Travelsavers CA","57","England","57","England"
"22686","Aiello & Carbonari Empresa de Viajes y Turismo","","","57","England","57","England"
"22688","SLM TRAVEL & DISCOVERY","","","57","England","57","England"
"22689","appid-manager LLC","","","57","England","57","England"
"22690","Qvliegtickets / Reisbureau Pole to Pole","Simone Independent NL","Benelux Independent NL Parent","57","England","57","England"
"22691","Travel Compositor","WS_Travel Compositor","Travel Compositor","57","England","57","England"
"22692","NEWCASTLE CRUISE CLUB","","","57","England","57","England"
"22693","TRAVEL MEX SERVICIOS TURISTICOS","","","57","England","57","England"
"22695","CITI TRAVEL INC","USA - Others NET","USA - Others NET","57","England","57","England"
"22696","Journeys Around the World OR","","Home Based USA","57","England","57","England"
"22699","Buquebus Turismo","WS_Buquebus Turismo","Buquebus Turismo","57","England","57","England"
"22700","TIMELESS GETAWAYS G CC","","","57","England","57","England"
"22701","TTS Amex Travel and Tours G inv","TTS Franchise","TTS South Africa","57","England","57","England"
"22702","Schaer Reisen Wabern Cets","Globetrotter Cets","Globetrotter Head Office","57","England","57","England"
"22703","Sea & Sky Travel","VIA Sweden","VIA Sweden Partners","57","England","57","England"
"22704","Contac Services TP","Canada - Others NET","Canada - Others NET","57","England","57","England"
"22705","BASQUELANDS SERVICIOS TURISTICOS, S.L.","","","57","England","57","England"
"22706","BASQUELANDS SERVICIOS TURISTICOS, S.L.","","","57","England","57","England"
"22707","Restplatzborse Amstetten Cets AT","Restplatzbörse Cets AT","Cets Austria Parent","57","England","57","England"
"22708","Uniglobe Broadway Travel","Uniglobe Magellan","Uniglobe Australia & NZ Parent","57","England","57","England"
"22709","TravelSaversDC","WS_Travel Savers","Travel Savers USA","57","England","57","England"
"22710","Trans Continental SA - Hotels","A.V.P. - EH","A.V.P. Suisse","57","England","57","England"
"22712","Braunton Travel","Hays IG","Hays IG","57","England","57","England"
"22713","Reisewelt GmbH Wien Wienerberg","Reisewelt EH","Independents - Austria","57","England","57","England"
"22714","SUN EVENTAIL","","","57","England","57","England"
"22715","Hot Holidays","Hays IG","Hays IG","57","England","57","England"
"22716","SCG Tours","","","57","England","57","England"
"22717","SCG Tours","","","57","England","57","England"
"22719","EuroWays Travel Unltd. OR","","WESTA","57","England","57","England"
"22720","AJs Fun Travel CA","Uniglobe USA In-House UTC","Uniglobe USA In-house UTC","57","England","57","England"
"22721","CWT/ Harvey's Travel","Carlson Wagonlit Canada","Carlson Wagonlit Canada","57","England","57","England"
"22722","Global Travel Partners","UK Independents","UK Independents","57","England","57","England"
"22723","SATC Caires Travel Centre G CC","XL SATC","XL Travel Parent","57","England","57","England"
"22724","Easy Access Travel G CC","","","57","England","57","England"
"22725","Spaziani Viaggi sas","","Independents - Italy & Ticino","57","England","57","England"
"22726","Paradise Travel & Tours(Penang)Pvt.Ltd","","","57","England","57","England"
"22727","KEL12 Chiasso","","Independents - Italy & Ticino","57","England","57","England"
"22728","Palange’s Travel PA","Uniglobe USA In-House UTC","Uniglobe USA In-house UTC","57","England","57","England"
"22729","TimeOff Travel","Independents Denmark","Independent Parent Denmark","57","England","57","England"
"22730","VIAJES BOJORQUEZ PORTALES","","","57","England","57","England"
"22731","Travelmakers/WorldWineSafaris","","","57","England","57","England"
"22732","AEW Tour","","","57","England","57","England"
"22733","Gray Dawes Travel Ltd","Advantage","Advantage Head Office / Parent","57","England","57","England"
"22735","CWT Pretoria N CC","CWT SA Head Office","Bidtravel Group","57","England","57","England"
"22736","Sure Millway Agent G CC","","Sure Travel Parent","57","England","57","England"
"22737","Manuela Badran","Independents - Switzerland","Independents - Switzerland","57","England","57","England"
"22738","Waavo.com","","Independent Parent Baltic","57","England","57","England"
"22739","NCL Tours B2B","WS_NCL Tours","NCL Tours","57","England","57","England"
"22740","Travelmex","","Mexico Commissionable - Others","57","England","57","England"
"22741","Rennies Travel Aurecon N CC","HRG Rennies SA Head Office","Bidtravel Group","57","England","57","England"
"22742","Via Lucis Agencia Viagens e Turismo lda (GEA)","GEA PT","GEA Parent PT","57","England","57","England"
"22743","VALDEMORILLO TURISMO SL","","","57","England","57","England"
"22744","ATA Travel Inc.","Canada - Others GROSS","Canada - Others GROSS","57","England","57","England"
"22745","Upper Oakville Travel Centre","","","57","England","57","England"
"22746","Exotic Travel","","","57","England","57","England"
"22747","Rennies Travel Sars N CC","HRG Rennies SA Head Office","Bidtravel Group","57","England","57","England"
"22748","Kras.nl","Simone Independent NL","Benelux Independent NL Parent","57","England","57","England"
"22749","TotalStay Rebrand","","","57","England","57","England"
"22750","Bryton Travel","UK Independents","UK Independents","57","England","57","England"
"22751","ECHO TOURS & TRAVEL","","","57","England","57","England"
"22752","Virgo Travel, Inc***TEST ACCOUNT","USA - Others NET","USA - Others NET","57","England","57","England"
"22753","Worldtravel bv","Simone Independent NL","Benelux Independent NL Parent","57","England","57","England"
"22755","protravel","","","57","England","57","England"
"22759","Silversea Cruises","UK Independents","UK Independents","57","England","57","England"
"22760","Really Good Holidays Ltd","UK Independents","UK Independents","57","England","57","England"
"22768","PLANET HOLIDAY","Independents - Italy & Ticino","Independents - Italy & Ticino","57","England","57","England"
"22769","Uniglobe cosmo travel & Tours","","","57","England","57","England"
"22770","ClearTrip","","","57","England","57","England"
"22771","UMAIR TRAVELS","","","57","England","57","England"
"22774","GO TRAVEL","","","57","England","57","England"
"22775","stcna","","","57","England","57","England"
"22776","Uniglobe Kangsan Travel Korea","","Uniglobe South Asia","57","England","57","England"
"22777","Buro Scanbrit","Buro Scanbrit","Buro Scanbrit","57","England","57","England"
"22778","Yetisti Reisen Uster","Independents - Switzerland","Independents - Switzerland","57","England","57","England"
"22779","Tripathon DC","","","57","England","57","England"
"22780","Tripathon","","","57","England","57","England"
"22781","Across the Pond Vacations","Across the Pond Vacations","Across the Pond Vacations","57","England","57","England"
"22782","Tours International America","USA - Others NET","USA - Others NET","57","England","57","England"
"22783","Transatlantic Elite","USA - Others NET","USA - Others NET","57","England","57","England"
"22784","Acerooms","Acerooms","Acerooms","57","England","57","England"
"22785","Tair Travel & Tours","USA - Others GROSS","USA - Others GROSS","57","England","57","England"
"22786","NEXION/ISILAV TRAVEL","USA - Others GROSS","USA - Others GROSS","57","England","57","England"
"22787","Nasara Travels Agent N CC pay N","","SWG - Serendipity","57","England","57","England"
"22788","ABUSU  BIDAIAK","","","57","England","57","England"
"22789","Travel Splendor (Airmet)","Airmet PT","Airmet Parent PT","57","England","57","England"
"22790","Medlife Hotels Limited","","","57","England","57","England"
"22791","COLUMBUS Ihr ZZZ Reisebüro GmbH & Co.KG Bismarckstr. Linz","Columbus EH","Independents - Austria","57","England","57","England"
"22792","World of Travel Reisebüro GmbH Wels","World of Travel EH","Independents - Austria","57","England","57","England"
"22798","Harvey World Travel Morningside Agent G CC","HWT SA Head Office","Bidtravel Group","57","England","57","England"
"22801","viatges eslavis","","","57","England","57","England"
"22804","Travel Consortium","","","57","England","57","England"
"22815","Travel Simplicity Agent G CC","","","57","England","57","England"
"22816","VIA Viajes Mayorista de Turismo","","","57","England","57","England"
"22817","Meridian Travel OU","","","57","England","57","England"
"22818","Gulls Way Travel, Inc.","vacation.com","vacation.com","57","England","57","England"
